name,host_name,host_location,neighbourhood_cleansed,property_type,room_type,accommodates,rooms_text,beds,price
Townhouse in Alaior,Francisco,No info,Alaior,Entire townhouse,Entire home/apt,6,3,4,136
Rental unit in son Blanc,Alvaro,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,160
Home in Ciutadella de Menorca,Antonia Maria,No info,Ciutadella de Menorca,Entire home,Entire home/apt,8,2,7,200
Home in Sant Lluis,Genevieve Jeanne Marie,No info,Sant Lluis,Entire home,Entire home/apt,6,2,4,210
Loft in Ciutadella de Menorca,Yanet,No info,Ciutadella de Menorca,Entire loft,Entire home/apt,4,1,1,63
Rental unit in Ciutadella de Menorca,IHome-Rent Menorca,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,80
Condo in Cap d'Artrutx,Oscar,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,4,80
Condo in San Jaime Mediterraneo,Dolores,No info,Alaior,Entire condo,Entire home/apt,4,1,2,160
Condo in Arenal d'en Castell,Alana,No info,Es Mercadal,Entire condo,Entire home/apt,6,1,3,200
Villa in Sant Jaume,M Angeles,No info,Alaior,Entire villa,Entire home/apt,8,3,6,500
Chalet in Ciutadella de Menorca,David,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,7,3,3,350
Home in Serra Morena,Lola,No info,Mahon,Entire home,Entire home/apt,2,1,4,150
Home in Ciutadella de Menorca,Ana,No info,Ciutadella de Menorca,Entire home,Entire home/apt,5,1,4,79
Home in Serra Morena,Lola,No info,Mahon,Entire home,Entire home/apt,2,1,2,150
Home in Ciutadella de Menorca,Holidays,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,4,1177
Villa in Trebeluger,Holidays,No info,Es Castell,Entire villa,Entire home/apt,6,2,6,1177
Villa in Ciudadela de Menorca,Holidays,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,6,1177
Villa in Cales Piques,Holidays,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,4,1177
Home in Ciutadella de Menorca,Holidays,No info,Ciutadella de Menorca,Entire home,Entire home/apt,8,4,5,1177
Villa in Cap d'Artrutx,Holidays,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,6,1177
Home in Ciutadella de Menorca,Holidays,No info,Ciutadella de Menorca,Entire home,Entire home/apt,11,3,8,1177
Villa in Ciudadela de Menorca,Holidays,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,4,1,4,1177
Condo in Ciutadella de Menorca,Toni,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,5,82
Home in Binibequer,Victor Manuel,No info,Sant Lluis,Entire home,Entire home/apt,13,4,8,290
Rental unit in Ciutadella de Menorca,Matira & Erlantz,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,106
Condo in Arenal d'en Castell,Fran,No info,Es Mercadal,Entire condo,Entire home/apt,4,1,3,180
